ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
587,,-35,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,05/03/2026,,False
588,,-74,ข้าวเช้า,บัวหลวง (ต่อ),THB,04/03/2026,,False
589,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,04/03/2026,,False
590,,-100,ข้าวเย็น,บัวหลวง (ต่อ),THB,04/03/2026,,False
591,,-45,ขนม,บัวหลวง (ต่อ),THB,04/03/2026,,False
592,,-37,ขนม,บัวหลวง (ต่อ),THB,04/03/2026,,False
593,,-218,ของทำกับข้าว,เครดิตUOB(บัตรหลัก),THB,04/03/2026,,False
594,Granola,-403,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,04/03/2026,,False
595,น้ำแข็ง,-20,ข้าว7,true (ซัน),THB,04/03/2026,,False
596,Lotus หอ,-142,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,04/03/2026,,False
597,พรบ.รถ,-551,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,04/03/2026,,False
598,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,04/03/2026,,False
599,,-63,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,04/03/2026,,False
600,,-60,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,04/03/2026,,False
601,Diffuser,-340,ของใช้ภายในบ้าน,เครดิตกรุงศรี Central,THB,04/03/2026,,False
602,,-98,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,04/03/2026,,False
603,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,03/03/2026,,False
604,,-140,ข้าวเย็น,บัวหลวง (ต่อ),THB,03/03/2026,,False
605,,-160,กีฬา,บัวหลวง (ต่อ),THB,03/03/2026,,False
606,,-40,ขนม,บัวหลวง (ต่อ),THB,03/03/2026,,False
607,,-1030,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,03/03/2026,,False
608,,-63,ข้าว7,true (ซัน),THB,03/03/2026,,False
609,Purra | Protein,-112,ข้าว7,true (ซัน),THB,03/03/2026,,False
610,Focus film,-490,ค่าใช้จ่ายอื่นๆ,เครดิตกรุงศรี HomePro,THB,03/03/2026,,False
611,,-104,เพื่อน & คนรัก,ไทยพาณิชย์ (ซัน),THB,03/03/2026,,False
612,กุญแจ,-100,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,03/03/2026,,False
613,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,03/03/2026,,False
614,,-20,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,03/03/2026,,False
615,,-61,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,03/03/2026,,False
616,,-214,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,02/03/2026,,False
617,,-270.77,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,02/03/2026,,False
618,ส่งไปยัง เครดิตUOB,-15481.16,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,02/03/2026,,True
619,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,02/03/2026,,False
620,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,02/03/2026,,False
621,,-288,ข้าวเย็น,บัวหลวง (ต่อ),THB,02/03/2026,,False
622,,-20,ขนม,บัวหลวง (ต่อ),THB,02/03/2026,,False
623,,-35,ขนม,บัวหลวง (ต่อ),THB,02/03/2026,,False
624,,-20,ขนม,บัวหลวง (ต่อ),THB,02/03/2026,,False
625,ได้รับจาก บัวหลวง (ต่อ),15481.16,รับค่าชำระบัตรเครดิต,เครดิตUOB(บัตรหลัก),THB,02/03/2026,,True
626,โฮลวีท | Protein | Purra,-162,ข้าว7,true (ซัน),THB,02/03/2026,,False
627,ที่จอดรถ,-109,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,02/03/2026,,False
628,ข้าวเช้า,-32,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,02/03/2026,,False
629,,-35,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,02/03/2026,,False
630,,-15,ขนม,ไทยพาณิชย์ (ซัน),THB,02/03/2026,,False
631,,-50,ค่าส่วนกลางวอร์ด,ไทยพาณิชย์ (ซัน),THB,02/03/2026,,False
632,,-49,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,01/03/2026,,False
633,ได้รับจาก กสิกร (ต่อ),209.93,โอนเงินเข้า,บัวหลวง (ต่อ),THB,01/03/2026,,True
634,,-340,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,01/03/2026,,False
635,,-200,ข้าวเย็น,บัวหลวง (ต่อ),THB,01/03/2026,,False
636,,-4221.24,shoppe,บัวหลวง (ต่อ),THB,01/03/2026,,False
637,ส่งไปยัง บัวหลวง (ต่อ),-209.93,โอนเงินออก,กสิกร (ต่อ),THB,01/03/2026,,True
638,,-350,ร้านอาหาร,เครดิตUOB(บัตรหลัก),THB,01/03/2026,,False
639,,-841,ค่าอินเตอร์เน็ต,เครดิตUOB(บัตรหลัก),THB,01/03/2026,,False
640,,-5200,รองเท้า,เครดิตUOB(บัตรหลัก),THB,01/03/2026,,False
641,Central,-340,เพื่อน & คนรัก,เครดิตกรุงศรี Central,THB,01/03/2026,,False
642,Minimal,-115,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,01/03/2026,,False
643,GAGA,-110,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,01/03/2026,,False
644,,-1278,ของใช้ภายในบ้าน,เครดิตUOB(บัตรหลัก),THB,01/03/2026,,False
645,,-74,ข้าวเช้า,บัวหลวง (ต่อ),THB,28/02/2026,,False
646,,-201,ค่าใช้จ่ายอื่นๆ,กสิกร (ต่อ),THB,28/02/2026,,False
647,ได้รับจาก ไทยพาณิชย์ (ซัน),500,โอนเงินเข้า,true (ซัน),THB,28/02/2026,,True
648,,-164,ข้าว7,true (ซัน),THB,28/02/2026,,False
649,,15210.1,รับค่าชำระบัตรเครดิต,เครดิตกรุงศรี HomePro,THB,28/02/2026,,False
650,ได้รับจาก ไทยพาณิชย์ (ซัน),13000,โอนเงินเข้า,กสิกร(ซัน),THB,28/02/2026,,True
651,,-15210.1,จ่ายบัตรเครดิต,กสิกร(ซัน),THB,28/02/2026,,False
652,แก้ไขเงินคงเหลือ,-12678.03,ค่าใช้จ่ายอื่นๆ,สหกรณ์ มช.(หุ้น),THB,28/02/2026,,False
653,AI The Empress,-1000,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,28/02/2026,,False
654,ส่งไปยัง true (ซัน),-500,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,28/02/2026,,True
655,ส่งไปยัง กสิกร(ซัน),-13000,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,28/02/2026,,True
656,ส่งไปยัง สหกรณ์ มช.(บัญชี),-11275.75,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,28/02/2026,,True
657,,-65,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,28/02/2026,,False
658,แก้ไขเงินคงเหลือ,14673.03,รายได้อื่นๆ,สหกรณ์ มช.(บัญชี),THB,28/02/2026,,False
659,ได้รับจาก ไทยพาณิชย์ (ซัน),11275.75,โอนเงินเข้า,สหกรณ์ มช.(บัญชี),THB,28/02/2026,,True
660,,-45,ข้าวเช้า,บัวหลวง (ต่อ),THB,27/02/2026,,False
661,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,27/02/2026,,False
662,,-60,กีฬา,บัวหลวง (ต่อ),THB,27/02/2026,,False
663,,-35,ขนม,บัวหลวง (ต่อ),THB,27/02/2026,,False
664,เพื่อนครัว,-284,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,27/02/2026,,False
665,Lotus,-232.4,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,27/02/2026,,False
666,OT,9300,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,27/02/2026,,False
667,License,1500,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,27/02/2026,,False
668,,-50,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,27/02/2026,,False
669,,15270.75,เงินปันผล,ไทยพาณิชย์ (ซัน),THB,27/02/2026,,False
670,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,26/02/2026,,False
671,,-20,ข้าวเช้า,บัวหลวง (ต่อ),THB,26/02/2026,,False
672,,-60,กีฬา,บัวหลวง (ต่อ),THB,26/02/2026,,False
673,,-40,ขนม,บัวหลวง (ต่อ),THB,26/02/2026,,False
674,,-1168.71,ค่าไฟฟ้า,กสิกร (ต่อ),THB,26/02/2026,,False
675,ส่งไปยัง Bitcoin,-2000,โอนเงินออก,กสิกร (ต่อ),THB,26/02/2026,,True
676,,-243,ข้าวเย็น,กสิกร (ต่อ),THB,26/02/2026,,False
677,ได้รับจาก กสิกร (ต่อ),2000,โอนเงินเข้า,Bitcoin,THB,26/02/2026,,True
678,Purra | Protein,-70,ข้าว7,true (ซัน),THB,26/02/2026,,False
679,Sanwish | Protein | Purra,-62,ข้าว7,true (ซัน),THB,26/02/2026,,False
680,,-1339,กีฬา,เครดิตกรุงศรี HomePro,THB,26/02/2026,,False
681,LOREAL,-705,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,26/02/2026,,False
682,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,26/02/2026,,False
683,,-45,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,26/02/2026,,False
684,,-45,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,26/02/2026,,False
685,,-140,ค่าส่วนกลางวอร์ด,ไทยพาณิชย์ (ซัน),THB,26/02/2026,,False
686,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,25/02/2026,,False
687,,-52,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,25/02/2026,,False
688,,-50,ขนม,บัวหลวง (ต่อ),THB,25/02/2026,,False
689,,-450,สปา,กสิกร (ต่อ),THB,25/02/2026,,False
690,,5188.75,รับค่าชำระบัตรเครดิต,เครดิตกรุงศรี Central,THB,25/02/2026,,False
691,,-95,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,25/02/2026,,False
692,Central,-5188.75,จ่ายบัตรเครดิต,กสิกร(ซัน),THB,25/02/2026,,False
693,,-100,grabเดินทาง,ไทยพาณิชย์ (ซัน),THB,25/02/2026,,False
694,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,24/02/2026,,False
695,,-42,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,24/02/2026,,False
696,,-50,ขนม,บัวหลวง (ต่อ),THB,24/02/2026,,False
697,,-500,น้ำมันรถ,กสิกร (ต่อ),THB,24/02/2026,,False
698,Lotus,-188.4,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,24/02/2026,,False
699,,7050.72,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,24/02/2026,,False
700,,-55,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,24/02/2026,,False
701,,-108,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,24/02/2026,,False
702,ถุงขยะ,-100,ของใช้ภายในบ้าน,ไทยพาณิชย์ (ซัน),THB,24/02/2026,,False
703,,-160,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,23/02/2026,,False
704,ส่งไปยัง กสิกร (ต่อ),-4772.64,โอนเงินออก,บัวหลวง (ต่อ),THB,23/02/2026,,True
705,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,23/02/2026,,False
706,,-80,ข้าวเย็น,บัวหลวง (ต่อ),THB,23/02/2026,,False
707,,-60,กีฬา,บัวหลวง (ต่อ),THB,23/02/2026,,False
708,,-25,ขนม,บัวหลวง (ต่อ),THB,23/02/2026,,False
709,ได้รับจาก บัวหลวง (ต่อ),4772.64,โอนเงินเข้า,กสิกร (ต่อ),THB,23/02/2026,,True
710,Purra | Protein | unif,-106,ข้าว7,true (ซัน),THB,23/02/2026,,False
711,ได้รับจาก ไทยพาณิชย์ (ซัน),1350,โอนเงินเข้า,กสิกร(ซัน),THB,23/02/2026,,True
712,Shift,1350,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,23/02/2026,,False
713,ส่งไปยัง กสิกร(ซัน),-1350,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,23/02/2026,,True
714,,-20,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,23/02/2026,,False
715,,-35,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,23/02/2026,,False
716,,-35,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,23/02/2026,,False
717,,-150,กีฬา,ไทยพาณิชย์ (ซัน),THB,23/02/2026,,False
718,,-30,ขนม,ไทยพาณิชย์ (ซัน),THB,23/02/2026,,False
719,Gym,-25,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,23/02/2026,,False
720,,-598,ร้านอาหาร,บัวหลวง (ต่อ),THB,22/02/2026,,False
721,,-110,คาเฟ่,บัวหลวง (ต่อ),THB,22/02/2026,,False
722,,-350,ตัดผม,บัวหลวง (ต่อ),THB,22/02/2026,,False
723,,-100,ผลไม้,บัวหลวง (ต่อ),THB,22/02/2026,,False
724,โฮลวีท | Listerene | ทิชชู่เปียก,-89,ซื้อของ7,true (ซัน),THB,22/02/2026,,False
725,Mochi,-93,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,22/02/2026,,False
726,Yamazaki,-87,ขนม,ไทยพาณิชย์ (ซัน),THB,22/02/2026,,False
727,,-60,ค่าส่วนกลางวอร์ด,ไทยพาณิชย์ (ซัน),THB,22/02/2026,,False
728,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,21/02/2026,,False
729,,-1132.01,อุปกรณ์อิเล็กทรอนิกส์,เครดิตUOB(บัตรหลัก),THB,21/02/2026,,False
730,เพิ่มเติม,-262.15,ค่าYoutube,เครดิตUOB(บัตรหลัก),THB,21/02/2026,,False
731,Top,-150,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,21/02/2026,,False
732,เพื่อนครัว,-669,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,21/02/2026,,False
733,ได้รับจาก ไทยพาณิชย์ (ซัน),500,โอนเงินเข้า,true (ซัน),THB,21/02/2026,,True
734,,-45,ข้าว7,true (ซัน),THB,21/02/2026,,False
735,Sanwish | Protein | Purra,-80,ข้าว7,true (ซัน),THB,21/02/2026,,False
736,,-147,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,21/02/2026,,False
737,ส่งไปยัง true (ซัน),-500,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,21/02/2026,,True
738,บ้านหางดง,-97.94,ค่าไฟฟ้า,ไทยพาณิชย์ (ซัน),THB,21/02/2026,,False
739,,-45,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,21/02/2026,,False
740,,-124,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,21/02/2026,,False
741,,6,รายได้อื่นๆ,บัวหลวง (ต่อ),THB,20/02/2026,,False
742,,5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,20/02/2026,,False
743,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,20/02/2026,,False
744,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,20/02/2026,,False
745,,-60,กีฬา,บัวหลวง (ต่อ),THB,20/02/2026,,False
746,,-50,ขนม,บัวหลวง (ต่อ),THB,20/02/2026,,False
747,,-298,ข้าวเย็น,เครดิตUOB(บัตรหลัก),THB,20/02/2026,,False
748,Sanwish | Protein | Purra,-82,ข้าว7,true (ซัน),THB,20/02/2026,,False
749,,-827,เพื่อน & คนรัก,เครดิตกรุงศรี HomePro,THB,20/02/2026,,False
750,Shopee,-327,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,20/02/2026,,False
751,ได้รับจาก ไทยพาณิชย์ (ซัน),247.95,โอนเงินเข้า,กสิกร เงินเก็บ,THB,20/02/2026,,True
752,Topup,3000,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,20/02/2026,,False
753,ส่งไปยัง กสิกร เงินเก็บ,-247.95,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,20/02/2026,,True
754,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,20/02/2026,,False
755,,-55,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,20/02/2026,,False
756,,-35,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,20/02/2026,,False
757,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,19/02/2026,,False
758,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,19/02/2026,,False
759,,-50,ขนม,บัวหลวง (ต่อ),THB,19/02/2026,,False
760,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,19/02/2026,,False
761,ได้รับจาก ไทยพาณิชย์ (ซัน),200,โอนเงินเข้า,true (ซัน),THB,19/02/2026,,True
762,ข้าวเย็น | นมโปรตีน | กล้วยหอม,-112,ข้าว7,true (ซัน),THB,19/02/2026,,False
763,,-100,ถอนเงิน,ไทยพาณิชย์ (ซัน),THB,19/02/2026,,False
764,ส่งไปยัง true (ซัน),-200,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,19/02/2026,,True
765,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,19/02/2026,,False
766,,-25,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,19/02/2026,,False
767,,-45,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,19/02/2026,,False
768,,-150,กีฬา,ไทยพาณิชย์ (ซัน),THB,19/02/2026,,False
769,,-48,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,19/02/2026,,False
770,,-149,Spotify,เครดิตกรุงศรี HomePro,THB,19/02/2026,,False
771,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,18/02/2026,,False
772,,-52,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,18/02/2026,,False
773,,-381,ข้าวเย็น,บัวหลวง (ต่อ),THB,18/02/2026,,False
774,,-180,กีฬา,บัวหลวง (ต่อ),THB,18/02/2026,,False
775,,-50,ขนม,บัวหลวง (ต่อ),THB,18/02/2026,,False
776,โฮลวีท | น้ำเปล่า,-48,ข้าว7,true (ซัน),THB,18/02/2026,,False
777,ได้รับจาก กสิกร(ซัน),9582.27,โอนเงินเข้า,กสิกร เงินเก็บ,THB,18/02/2026,,True
778,Tax refunds,9582.27,รายได้อื่นๆ,กสิกร(ซัน),THB,18/02/2026,,False
779,ส่งไปยัง กสิกร เงินเก็บ,-9582.27,โอนเงินออก,กสิกร(ซัน),THB,18/02/2026,,True
780,,-55,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,18/02/2026,,False
781,,-30,ขนม,ไทยพาณิชย์ (ซัน),THB,18/02/2026,,False
782,,-40,ผลไม้,ไทยพาณิชย์ (ซัน),THB,18/02/2026,,False
783,,-74,ข้าวเช้า,บัวหลวง (ต่อ),THB,17/02/2026,,False
784,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,17/02/2026,,False
785,,-45,ขนม,บัวหลวง (ต่อ),THB,17/02/2026,,False
786,ward,-122,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,17/02/2026,,False
787,กาแฟ Grab ward,85,การชำระเงิน,ไทยพาณิชย์ (ซัน),THB,17/02/2026,,False
788,,-40,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,17/02/2026,,False
789,,-146,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,17/02/2026,,False
790,ทำบุญวอร์ด,-45,การกุศล,ไทยพาณิชย์ (ซัน),THB,17/02/2026,,False
791,,-285,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,16/02/2026,,False
792,,-42,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,16/02/2026,,False
793,,-150,กีฬา,บัวหลวง (ต่อ),THB,16/02/2026,,False
794,,-35,ขนม,บัวหลวง (ต่อ),THB,16/02/2026,,False
795,,-20,ขนม,บัวหลวง (ต่อ),THB,16/02/2026,,False
796,น้ำผลไม้ | น้ำเปล่า | โฮลวีท |,-100,ข้าว7,true (ซัน),THB,16/02/2026,,False
797,⚘️❤️,-204,เพื่อน & คนรัก,เครดิตกรุงศรี HomePro,THB,16/02/2026,,False
798,Homepro,-548.85,โฮมเซอร์วิส,เครดิตกรุงศรี HomePro,THB,16/02/2026,,False
799,,14678.03,โอนเงินเข้า,สหกรณ์ มช.(หุ้น),THB,16/02/2026,,False
800,,-35,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,16/02/2026,,False
801,,-140,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,16/02/2026,,False
802,ยอดเงินเริ่มต้น,63720,โอนเงินเข้า,ทอง,THB,16/02/2026,,False
803,Valentines day,-1161.88,เพื่อน & คนรัก,บัวหลวง (ต่อ),THB,15/02/2026,,False
804,ส่งไปยัง กสิกร(ซัน),-3548.85,โอนเงินออก,บัวหลวง (ต่อ),THB,15/02/2026,,True
805,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,15/02/2026,,False
806,SS insurance 2/10,-2281.03,ประกันภัย,เครดิตกรุงศรี HomePro,THB,15/02/2026,,False
807,Garmin 4/10,-1131.9,shoppe,เครดิตกรุงศรี HomePro,THB,15/02/2026,,False
808,,5400,โอนเงินเข้า,กสิกร เงินเก็บ,THB,15/02/2026,,False
809,ได้รับจาก บัวหลวง (ต่อ),3548.85,โอนเงินเข้า,กสิกร(ซัน),THB,15/02/2026,,True
810,One to Two,-80,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,15/02/2026,,False
811,Watson,-59,ค่ายา,ไทยพาณิชย์ (ซัน),THB,15/02/2026,,False
812,,-105,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,14/02/2026,,False
813,,-174,ขนม,บัวหลวง (ต่อ),THB,14/02/2026,,False
814,,-158,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,14/02/2026,,False
815,,-108,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,14/02/2026,,False
816,,-16,ขนม,ไทยพาณิชย์ (ซัน),THB,14/02/2026,,False
817,ได้รับจาก เงินลงทุน(หุ้น),5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,13/02/2026,,True
818,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,13/02/2026,,False
819,,-60,กีฬา,บัวหลวง (ต่อ),THB,13/02/2026,,False
820,,-60,ขนม,บัวหลวง (ต่อ),THB,13/02/2026,,False
821,ส่งไปยัง บัวหลวง (ต่อ),-5000,โอนเงินออก,เงินลงทุน(หุ้น),THB,13/02/2026,,True
822,ได้รับจาก ไทยพาณิชย์ (ซัน),200,โอนเงินเข้า,true (ซัน),THB,13/02/2026,,True
823,น้ำผลไม้ | น้ำเปล่า | โฮลวีท | ข้าวเย็น,-130,ข้าว7,true (ซัน),THB,13/02/2026,,False
824,ส่งไปยัง true (ซัน),-200,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,13/02/2026,,True
825,,-40,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,13/02/2026,,False
826,,-87,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,13/02/2026,,False
827,,-900,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,12/02/2026,,False
828,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,12/02/2026,,False
829,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,12/02/2026,,False
830,,-60,ขนม,บัวหลวง (ต่อ),THB,12/02/2026,,False
831,Cold brew green tea,-30,ข้าว7,true (ซัน),THB,12/02/2026,,False
832,,-1395,รองเท้า,เครดิตกรุงศรี HomePro,THB,12/02/2026,,False
833,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,12/02/2026,,False
834,,-40,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,12/02/2026,,False
835,,-65,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,12/02/2026,,False
836,,-20,ขนม,ไทยพาณิชย์ (ซัน),THB,12/02/2026,,False
837,,-58,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,12/02/2026,,False
838,,-158.36,ค่าน้ำประปา,บัวหลวง (ต่อ),THB,11/02/2026,,False
839,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,11/02/2026,,False
840,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,11/02/2026,,False
841,,-150,กีฬา,บัวหลวง (ต่อ),THB,11/02/2026,,False
842,,-60,ขนม,บัวหลวง (ต่อ),THB,11/02/2026,,False
843,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,11/02/2026,,False
844,เพื่อนครัว : นมโอ๊ต | อัลมอนด์ | Cashew | Syrup,-416,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,11/02/2026,,False
845,,-150,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,11/02/2026,,False
846,,-35,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,11/02/2026,,False
847,,-60,ผลไม้,ไทยพาณิชย์ (ซัน),THB,11/02/2026,,False
848,,-87,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,11/02/2026,,False
849,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,10/02/2026,,False
850,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,10/02/2026,,False
851,,-60,ข้าวเย็น,บัวหลวง (ต่อ),THB,10/02/2026,,False
852,,-60,กีฬา,บัวหลวง (ต่อ),THB,10/02/2026,,False
853,,-35,ขนม,บัวหลวง (ต่อ),THB,10/02/2026,,False
854,,-419,Netflix,เครดิตUOB(บัตรหลัก),THB,10/02/2026,,False
855,กล้วยหอม | น้ำเปล่า | โฮลวีท,-45,ข้าว7,true (ซัน),THB,10/02/2026,,False
856,Sanwish | Protein | Purra,-74,ข้าว7,true (ซัน),THB,10/02/2026,,False
857,บ้านหางดง,-19,ค่าน้ำประปา,ไทยพาณิชย์ (ซัน),THB,10/02/2026,,False
858,,-35,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,10/02/2026,,False
859,,-35,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,10/02/2026,,False
860,Gym,-47,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,10/02/2026,,False
861,ส่งไปยัง Bitcoin,-301.33,การลงทุน,บัวหลวง (ต่อ),THB,09/02/2026,,True
862,,-74,ข้าวเช้า,บัวหลวง (ต่อ),THB,09/02/2026,,False
863,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,09/02/2026,,False
864,,-178,ข้าวเย็น,บัวหลวง (ต่อ),THB,09/02/2026,,False
865,,-50,ขนม,บัวหลวง (ต่อ),THB,09/02/2026,,False
866,รายปีgoodnote,-279,อุปกรณ์อิเล็กทรอนิกส์,เครดิตUOB(บัตรหลัก),THB,09/02/2026,,False
867,,-179,ค่าYoutube,เครดิตUOB(บัตรหลัก),THB,09/02/2026,,False
868,ได้รับจาก บัวหลวง (ต่อ),301.33,โอนเงินเข้า,Bitcoin,THB,09/02/2026,,True
869,Purra | นมโปรตีน,-62,ข้าว7,true (ซัน),THB,09/02/2026,,False
870,,-78,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,09/02/2026,,False
871,,-30,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,09/02/2026,,False
872,,-80,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,08/02/2026,,False
