ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
1484,,-40,ขนม,บัวหลวง (ต่อ),THB,26/11/2025,,False
1485,,-79,ขนม,บัวหลวง (ต่อ),THB,26/11/2025,,False
1486,,-29,ซื้อของ7,True (ต่อ),THB,26/11/2025,,False
1487,ตั๋วคอน B-day,-4300,บันเทิง,เครดิตUOB(บัตรหลัก),THB,26/11/2025,,False
1488,,-60,กีฬา,บัวหลวง (ต่อ),THB,25/11/2025,,False
1489,,-40,ขนม,บัวหลวง (ต่อ),THB,25/11/2025,,False
1490,,-317.73,ของทำกับข้าว,เครดิตUOB(บัตรหลัก),THB,25/11/2025,,False
1491,,-75,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,24/11/2025,,False
1492,,-60,กีฬา,บัวหลวง (ต่อ),THB,24/11/2025,,False
1493,,-40,ขนม,บัวหลวง (ต่อ),THB,24/11/2025,,False
1494,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,24/11/2025,,False
1495,,-188,ของทำกับข้าว,เครดิตUOB(บัตรหลัก),THB,24/11/2025,,False
1496,,-62,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,23/11/2025,,False
1497,,-619.46,ของทำกับข้าว,เครดิตUOB(บัตรหลัก),THB,23/11/2025,,False
1498,ของฝาก,-129,เพื่อน & คนรัก,บัวหลวง (ต่อ),THB,22/11/2025,,False
1499,,-269,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,22/11/2025,,False
1500,,-479,ข้าวเย็น,บัวหลวง (ต่อ),THB,22/11/2025,,False
1501,,-410,กีฬา,บัวหลวง (ต่อ),THB,22/11/2025,,False
1502,,-199,ของใช้ส่วนตัว,บัวหลวง (ต่อ),THB,22/11/2025,,False
1503,,-129,ล้างรถ,บัวหลวง (ต่อ),THB,22/11/2025,,False
1504,,-150,ตัดผม,บัวหลวง (ต่อ),THB,22/11/2025,,False
1505,,5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,21/11/2025,,False
1506,,-135,คาเฟ่,บัวหลวง (ต่อ),THB,21/11/2025,,False
1507,,-70,กีฬา,บัวหลวง (ต่อ),THB,21/11/2025,,False
1508,,-76,ขนม,บัวหลวง (ต่อ),THB,21/11/2025,,False
1509,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,21/11/2025,,False
1510,,-536,ของใช้ส่วนตัว,เครดิตUOB(บัตรหลัก),THB,21/11/2025,,False
1511,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,20/11/2025,,False
1512,,-52,ขนม,บัวหลวง (ต่อ),THB,20/11/2025,,False
1513,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,19/11/2025,,False
